Data;Regiao;Vendedor;Secao;Vendas;Total com imposto
02/09/2010;Sul;Ricardo;Cine e Foto;2728,95;3274,74
03/09/2010;Centro;Ana Maria;Roupas e Acessórios;2528,01;3033,61
04/09/2010;Leste;Ricardo;Cine e Foto;1368,53;1642,24
05/09/2010;Sudeste;Ana Maria;Eletrodomésticos;4884,02;5860,82
06/09/2010;Centro;João Carlos;Roupas e Acessórios;2554,00;3064,80
07/09/2010;Sudeste;Carolina;Móveis e Decoração;988,60;1186,32
08/09/2010;Sudeste;Ricardo;Esporte e Lazer;2274,67;2729,60
09/09/2010;Sul;Ricardo;Eletrodomésticos;3162,46;3794,95
09/09/2010;Norte;João Carlos;Esporte e Lazer;4544,43;5453,32
10/09/2010;Sul;João Carlos;Móveis e Decoração;309,74;371,69
11/09/2010;Centro;José Luiz;Eletrônicos;3964,01;4756,81
11/09/2010;Nordeste;Carolina;Cine e Foto;2397,99;2877,59
12/09/2010;Centro;Ana Maria;Móveis e Decoração;4638,30;5565,96
13/09/2010;Sudeste;João Carlos;Eletrônicos;4906,34;5887,61
14/09/2010;Sudeste;Carolina;Utilidades Domésticas;1677,48;2012,98
14/09/2010;Sul;Ana Maria;Utilidades Domésticas;249,28;299,14
14/09/2010;Sudeste;João Carlos;Esporte e Lazer;1412,84;1695,41
15/09/2010;Sudeste;Carolina;Roupas e Acessórios;2576,36;3091,63
17/09/2010;Nordeste;Ricardo;Utilidades Domésticas;4722,47;5666,96
17/09/2010;Nordeste;Roberto;Roupas e Acessórios;3393,21;4071,85
17/09/2010;Centro;Ana Maria;Cine e Foto;4123,99;4948,79
19/09/2010;Sudeste;Carolina;Cama, Mesa e Banho;1202,92;1443,50
22/09/2010;Nordeste;Adriana;Móveis e Decoração;2693,46;3232,15
23/09/2010;Oeste;João Carlos;Esporte e Lazer;1192,20;1430,64
23/09/2010;Centro;Carolina;Esporte e Lazer;1585,25;1902,30
23/09/2010;Centro;Carolina;Esporte e Lazer;3895,91;4675,09
23/09/2010;Nordeste;Ana Maria;Eletrônicos;2183,25;2619,90
26/09/2010;Leste;José Luiz;Roupas e Acessórios;2917,83;3501,40
26/09/2010;Sudeste;Carolina;Casa e Construção;4210,21;5052,25
26/09/2010;Sudeste;Ana Maria;Casa e Construção;239,69;287,63
27/09/2010;Nordeste;José Luiz;Eletrônicos;4320,54;5184,65
27/09/2010;Sul;José Luiz;Casa e Construção;3059,45;3671,34
28/09/2010;Nordeste;Ana Maria;Móveis e Decoração;1899,72;2279,66
28/09/2010;Nordeste;José Luiz;Eletrônicos;1938,34;2326,01
28/09/2010;Nordeste;João Carlos;Cama, Mesa e Banho;1286,60;1543,92
29/09/2010;Sudeste;Roberto;Roupas e Acessórios;796,16;955,39
29/09/2010;Nordeste;Carolina;Cama, Mesa e Banho;3051,86;3662,23
29/09/2010;Sudeste;Carolina;Utilidades Domésticas;4031,54;4837,85
29/09/2010;Centro;Ana Maria;Utilidades Domésticas;1573,94;1888,73
29/09/2010;Centro;Carolina;Esporte e Lazer;1391,69;1670,03
30/09/2010;Centro;Carolina;Esporte e Lazer;1869,88;2243,86
03/10/2010;Centro;Roberto;Cama, Mesa e Banho;4093,79;4912,55
03/10/2010;Centro;Ana Maria;Móveis e Decoração;360,22;432,26
04/10/2010;Sul;João Carlos;Cama, Mesa e Banho;1599,40;1919,28
04/10/2010;Centro;Ana Maria;Cama, Mesa e Banho;2361,53;2833,84
05/10/2010;Nordeste;Carolina;Cama, Mesa e Banho;1871,45;2245,74
06/10/2010;Centro;Simone;Casa e Construção;2668,22;3201,86
06/10/2010;Norte;Carolina;Eletrônicos;2227,39;2672,87
06/10/2010;Nordeste;José Luiz;Casa e Construção;4247,70;5097,24
07/10/2010;Nordeste;Carolina;Roupas e Acessórios;538,81;646,57
07/10/2010;Nordeste;Ricardo;Roupas e Acessórios;4200,02;5040,02
07/10/2010;Oeste;Carolina;Utilidades Domésticas;2787,45;3344,94
11/10/2010;Centro;João Carlos;Casa e Construção;1902,99;2283,59
11/10/2010;Oeste;João Carlos;Cama, Mesa e Banho;1452,52;1743,02
12/10/2010;Centro;Adriana;Móveis e Decoração;2626,43;3151,72
13/10/2010;Nordeste;João Carlos;Móveis e Decoração;2413,43;2896,12
13/10/2010;Sudeste;Ana Maria;Móveis e Decoração;4345,39;5214,47
13/10/2010;Centro;Ricardo;Móveis e Decoração;3689,67;4427,60
14/10/2010;Nordeste;João Carlos;Cama, Mesa e Banho;3947,95;4737,54
14/10/2010;Sul;Ricardo;Utilidades Domésticas;3973,01;4767,61
17/10/2010;Sul;Roberto;Móveis e Decoração;2298,15;2757,78
18/10/2010;Sudeste;Ricardo;Eletrodomésticos;3318,93;3982,72
19/10/2010;Sul;Adriana;Roupas e Acessórios;3114,50;3737,40
19/10/2010;Norte;Simone;Cama, Mesa e Banho;966,99;1160,39
21/10/2010;Sul;Simone;Móveis e Decoração;816,06;979,27
22/10/2010;Leste;Adriana;Casa e Construção;3785,59;4542,71
22/10/2010;Sul;Ricardo;Cine e Foto;2926,76;3512,11
23/10/2010;Norte;Ana Maria;Móveis e Decoração;340,11;408,13
23/10/2010;Nordeste;Ana Maria;Eletrônicos;1458,92;1750,70
25/10/2010;Sudeste;Simone;Roupas e Acessórios;2710,43;3252,52
25/10/2010;Centro;Ricardo;Casa e Construção;980,85;1177,02
27/10/2010;Sul;João Carlos;Cine e Foto;3512,08;4214,50
27/10/2010;Sudeste;Simone;Roupas e Acessórios;1506,25;1807,50
27/10/2010;Sudeste;João Carlos;Eletrodomésticos;4996,73;5996,08
27/10/2010;Centro;Ana Maria;Móveis e Decoração;1355,37;1626,44
28/10/2010;Sul;Carolina;Esporte e Lazer;3150,14;3780,17
29/10/2010;Norte;Ricardo;Casa e Construção;1816,42;2179,70
29/10/2010;Nordeste;Adriana;Eletrodomésticos;3353,33;4024,00
29/10/2010;Sudeste;Ricardo;Esporte e Lazer;1065,28;1278,34
30/10/2010;Sul;Simone;Cama, Mesa e Banho;738,58;886,30
30/10/2010;Nordeste;Ricardo;Casa e Construção;4452,61;5343,13
31/10/2010;Sul;Roberto;Eletrônicos;3622,16;4346,59
31/10/2010;Sul;Carolina;Utilidades Domésticas;1900,64;2280,77
03/11/2010;Sul;Adriana;Eletrônicos;1176,82;1412,18
03/11/2010;Sudeste;Carolina;Cama, Mesa e Banho;4507,34;5408,81
03/11/2010;Centro;Ana Maria;Esporte e Lazer;2157,31;2588,77
03/11/2010;Oeste;João Carlos;Roupas e Acessórios;3437,51;4125,01
04/11/2010;Nordeste;Adriana;Esporte e Lazer;3306,50;3967,80
04/11/2010;Leste;José Luiz;Móveis e Decoração;758,15;909,78
05/11/2010;Leste;Roberto;Móveis e Decoração;342,97;411,56
07/11/2010;Sul;Carolina;Eletrodomésticos;3250,64;3900,77
07/11/2010;Leste;Ana Maria;Cine e Foto;3441,63;4129,96
08/11/2010;Nordeste;Ricardo;Eletrônicos;2399,10;2878,92
08/11/2010;Sudeste;João Carlos;Esporte e Lazer;747,19;896,63
09/11/2010;Sudeste;Carolina;Casa e Construção;3371,35;4045,62
10/11/2010;Norte;Ricardo;Eletrodomésticos;3682,06;4418,47
10/11/2010;Norte;Carolina;Utilidades Domésticas;2606,25;3127,50
11/11/2010;Nordeste;Ana Maria;Esporte e Lazer;4794,52;5753,42
12/11/2010;Norte;Carolina;Móveis e Decoração;1866,98;2240,38
12/11/2010;Nordeste;Ana Maria;Móveis e Decoração;1733,93;2080,72
13/11/2010;Centro;João Carlos;Utilidades Domésticas;4821,29;5785,55
13/11/2010;Centro;Carolina;Utilidades Domésticas;3909,03;4690,84
14/11/2010;Sul;Simone;Roupas e Acessórios;270,37;324,44
14/11/2010;Nordeste;Simone;Casa e Construção;3063,57;3676,28
17/11/2010;Norte;João Carlos;Esporte e Lazer;2432,54;2919,05
17/11/2010;Centro;Carolina;Esporte e Lazer;2579,14;3094,97
18/11/2010;Leste;Ana Maria;Eletrodomésticos;624,76;749,71
18/11/2010;Norte;João Carlos;Eletrodomésticos;4744,48;5693,38
19/11/2010;Norte;Ricardo;Roupas e Acessórios;1956,29;2347,55
20/11/2010;Centro;Adriana;Roupas e Acessórios;650,40;780,48
22/11/2010;Sudeste;João Carlos;Casa e Construção;2956,98;3548,38
22/11/2010;Leste;Adriana;Eletrônicos;2122,55;2547,06
23/11/2010;Oeste;Ricardo;Casa e Construção;3425,16;4110,19
23/11/2010;Norte;José Luiz;Eletrodomésticos;4122,05;4946,46
23/11/2010;Norte;Ricardo;Móveis e Decoração;3614,64;4337,57
24/11/2010;Nordeste;José Luiz;Utilidades Domésticas;3115,59;3738,71
24/11/2010;Sudeste;Ricardo;Eletrodomésticos;3272,94;3927,53
25/11/2010;Sul;Ricardo;Móveis e Decoração;707,09;848,51
25/11/2010;Centro;Ricardo;Cine e Foto;3488,89;4186,67
26/11/2010;Centro;Ana Maria;Utilidades Domésticas;4230,48;5076,58
26/11/2010;Sudeste;João Carlos;Esporte e Lazer;4988,04;5985,65
26/11/2010;Sudeste;Roberto;Eletrônicos;2285,04;2742,05
27/11/2010;Centro;Simone;Eletrônicos;3656,66;4387,99
28/11/2010;Norte;João Carlos;Cine e Foto;4756,46;5707,75
28/11/2010;Sudeste;João Carlos;Utilidades Domésticas;2984,69;3581,63
29/11/2010;Sudeste;Simone;Eletrodomésticos;2733,64;3280,37
29/11/2010;Nordeste;Carolina;Esporte e Lazer;1097,63;1317,16
30/11/2010;Sul;Carolina;Cine e Foto;3558,91;4270,69
01/12/2010;Sudeste;João Carlos;Casa e Construção;4572,76;5487,31
01/12/2010;Oeste;João Carlos;Eletrônicos;2933,37;3520,04
01/12/2010;Sul;Carolina;Esporte e Lazer;1734,21;2081,05
02/12/2010;Centro;Ricardo;Cama, Mesa e Banho;1173,73;1408,48
02/12/2010;Sul;Ricardo;Utilidades Domésticas;1551,48;1861,78
02/12/2010;Norte;João Carlos;Móveis e Decoração;4211,69;5054,03
03/12/2010;Oeste;João Carlos;Casa e Construção;2987,42;3584,90
03/12/2010;Oeste;João Carlos;Eletrodomésticos;4543,66;5452,39
03/12/2010;Sudeste;Carolina;Cine e Foto;3252,64;3903,17
04/12/2010;Sudeste;João Carlos;Cama, Mesa e Banho;4781,39;5737,67
04/12/2010;Sul;Ana Maria;Roupas e Acessórios;4042,16;4850,59
05/12/2010;Sudeste;Carolina;Cine e Foto;1603,59;1924,31
05/12/2010;Centro;Ana Maria;Eletrodomésticos;1378,81;1654,57
05/12/2010;Nordeste;Simone;Esporte e Lazer;1145,82;1374,98
06/12/2010;Centro;Ana Maria;Cine e Foto;319,05;382,86
07/12/2010;Centro;Ricardo;Utilidades Domésticas;459,62;551,54
09/12/2010;Leste;José Luiz;Eletrodomésticos;1795,87;2155,04
09/12/2010;Sul;João Carlos;Móveis e Decoração;1037,06;1244,47
10/12/2010;Norte;José Luiz;Casa e Construção;1793,36;2152,03
10/12/2010;Leste;Simone;Eletrônicos;4875,31;5850,37
11/12/2010;Nordeste;João Carlos;Eletrônicos;1976,71;2372,05
11/12/2010;Sudeste;Simone;Casa e Construção;1228,64;1474,37
11/12/2010;Centro;Carolina;Utilidades Domésticas;2402,14;2882,57
12/12/2010;Leste;Roberto;Roupas e Acessórios;737,45;884,94
13/12/2010;Centro;João Carlos;Eletrônicos;1093,01;1311,61
13/12/2010;Nordeste;João Carlos;Cama, Mesa e Banho;556,80;668,16
13/12/2010;Sudeste;Ricardo;Eletrodomésticos;3824,24;4589,09
14/12/2010;Nordeste;Ricardo;Roupas e Acessórios;4138,77;4966,52
14/12/2010;Sudeste;João Carlos;Cine e Foto;2277,74;2733,29
15/12/2010;Sudeste;Carolina;Cama, Mesa e Banho;1215,87;1459,04
15/12/2010;Sudeste;José Luiz;Roupas e Acessórios;330,32;396,38
16/12/2010;Centro;José Luiz;Casa e Construção;4829,69;5795,63
16/12/2010;Sudeste;José Luiz;Roupas e Acessórios;3772,05;4526,46
17/12/2010;Centro;Carolina;Casa e Construção;4507,05;5408,46
17/12/2010;Nordeste;Ana Maria;Cama, Mesa e Banho;436,52;523,82
19/12/2010;Leste;João Carlos;Casa e Construção;4331,58;5197,90
19/12/2010;Oeste;Ana Maria;Roupas e Acessórios;3799,43;4559,32
19/12/2010;Sudeste;Roberto;Roupas e Acessórios;4174,01;5008,81
19/12/2010;Centro;Carolina;Roupas e Acessórios;3483,99;4180,79
20/12/2010;Sul;João Carlos;Cine e Foto;905,30;1086,36
20/12/2010;Sudeste;Carolina;Utilidades Domésticas;2971,69;3566,03
21/12/2010;Oeste;Ana Maria;Eletrônicos;758,81;910,57
22/12/2010;Nordeste;José Luiz;Casa e Construção;4413,16;5295,79
23/12/2010;Sudeste;Ana Maria;Esporte e Lazer;3891,81;4670,17
23/12/2010;Oeste;Simone;Móveis e Decoração;1427,89;1713,47
23/12/2010;Norte;Carolina;Eletrodomésticos;2458,11;2949,73
23/12/2010;Norte;Ana Maria;Casa e Construção;4430,97;5317,16
23/12/2010;Nordeste;João Carlos;Cine e Foto;2013,77;2416,52
24/12/2010;Centro;Carolina;Roupas e Acessórios;477,38;572,86
24/12/2010;Sudeste;Ricardo;Esporte e Lazer;794,14;952,97
24/12/2010;Nordeste;Ana Maria;Eletrônicos;2644,09;3172,91
24/12/2010;Norte;Ricardo;Cama, Mesa e Banho;2023,89;2428,67
25/12/2010;Sudeste;Roberto;Eletrodomésticos;2476,55;2971,86
26/12/2010;Leste;Roberto;Cine e Foto;1547,99;1857,59
28/12/2010;Centro;Ana Maria;Esporte e Lazer;2297,24;2756,69
28/12/2010;Nordeste;Carolina;Eletrodomésticos;1091,72;1310,06
29/12/2010;Nordeste;Ana Maria;Eletrodomésticos;563,64;676,37
29/12/2010;Nordeste;Ana Maria;Eletrodomésticos;2443,17;2931,80
29/12/2010;Sul;Simone;Esporte e Lazer;3123,23;3747,88
30/12/2010;Centro;Simone;Cine e Foto;3318,37;3982,04
30/12/2010;Sul;Ricardo;Eletrodomésticos;4766,00;5719,20
31/12/2010;Sudeste;Adriana;Eletrodomésticos;247,05;296,46
31/12/2010;Nordeste;João Carlos;Cine e Foto;1690,31;2028,37
01/01/2011;Leste;João Carlos;Roupas e Acessórios;4819,02;5782,82
02/01/2011;Sudeste;Ana Maria;Cama, Mesa e Banho;1752,21;2102,65
04/01/2011;Nordeste;João Carlos;Eletrodomésticos;368,13;441,76
05/01/2011;Nordeste;Ana Maria;Cine e Foto;939,57;1127,48
05/01/2011;Sudeste;João Carlos;Casa e Construção;2506,47;3007,76
05/01/2011;Nordeste;Ana Maria;Cine e Foto;3511,53;4213,84
05/01/2011;Sul;Ana Maria;Móveis e Decoração;1789,63;2147,56
06/01/2011;Sul;Ricardo;Eletrônicos;250,72;300,86
06/01/2011;Nordeste;João Carlos;Eletrodomésticos;388,43;466,12
06/01/2011;Centro;Carolina;Esporte e Lazer;369,59;443,51
07/01/2011;Nordeste;Adriana;Utilidades Domésticas;2287,25;2744,70
07/01/2011;Oeste;Carolina;Eletrodomésticos;3920,64;4704,77
10/01/2011;Sudeste;João Carlos;Utilidades Domésticas;3863,69;4636,43
10/01/2011;Centro;João Carlos;Esporte e Lazer;534,37;641,24
10/01/2011;Sul;Ana Maria;Casa e Construção;916,95;1100,34
10/01/2011;Sudeste;Ricardo;Móveis e Decoração;678,31;813,97
10/01/2011;Sudeste;Carolina;Roupas e Acessórios;3475,18;4170,22
11/01/2011;Nordeste;Roberto;Roupas e Acessórios;4971,34;5965,61
11/01/2011;Nordeste;Ana Maria;Eletrônicos;3151,71;3782,05
13/01/2011;Sul;João Carlos;Eletrodomésticos;4541,67;5450,00
14/01/2011;Leste;Ricardo;Roupas e Acessórios;4658,75;5590,50
16/01/2011;Oeste;Carolina;Cama, Mesa e Banho;3060,56;3672,67
17/01/2011;Sudeste;Simone;Utilidades Domésticas;783,76;940,51
17/01/2011;Sudeste;Ana Maria;Roupas e Acessórios;309,25;371,10
17/01/2011;Centro;José Luiz;Utilidades Domésticas;2334,66;2801,59
19/01/2011;Sudeste;Ricardo;Eletrodomésticos;813,86;976,63
20/01/2011;Centro;Ricardo;Cine e Foto;4732,24;5678,69
20/01/2011;Nordeste;Ricardo;Casa e Construção;2608,31;3129,97
20/01/2011;Sul;Adriana;Esporte e Lazer;4837,71;5805,25
20/01/2011;Nordeste;João Carlos;Esporte e Lazer;3654,54;4385,45
21/01/2011;Sudeste;Ana Maria;Casa e Construção;3101,24;3721,49
21/01/2011;Nordeste;Carolina;Cine e Foto;2178,75;2614,50
22/01/2011;Centro;Adriana;Casa e Construção;509,41;611,29
23/01/2011;Norte;Ricardo;Eletrodomésticos;3716,31;4459,57
24/01/2011;Oeste;José Luiz;Eletrônicos;3236,02;3883,22
24/01/2011;Norte;Carolina;Cama, Mesa e Banho;3160,17;3792,20
24/01/2011;Nordeste;João Carlos;Utilidades Domésticas;2862,84;3435,41
25/01/2011;Norte;João Carlos;Roupas e Acessórios;1125,10;1350,12
26/01/2011;Centro;Ricardo;Móveis e Decoração;1014,13;1216,96
27/01/2011;Leste;José Luiz;Esporte e Lazer;544,78;653,74
28/01/2011;Centro;João Carlos;Utilidades Domésticas;902,53;1083,04
28/01/2011;Sudeste;João Carlos;Casa e Construção;303,66;364,39
29/01/2011;Leste;Ricardo;Cama, Mesa e Banho;3293,15;3951,78
31/01/2011;Sudeste;João Carlos;Cama, Mesa e Banho;3909,26;4691,11
01/02/2011;Oeste;Carolina;Roupas e Acessórios;1809,20;2171,04
01/02/2011;Nordeste;Ricardo;Roupas e Acessórios;2092,38;2510,86
03/02/2011;Nordeste;João Carlos;Roupas e Acessórios;4012,89;4815,47
05/02/2011;Norte;José Luiz;Roupas e Acessórios;1376,20;1651,44
05/02/2011;Sudeste;João Carlos;Móveis e Decoração;1098,55;1318,26
06/02/2011;Sul;João Carlos;Esporte e Lazer;662,74;795,29
06/02/2011;Sudeste;Roberto;Roupas e Acessórios;2123,67;2548,40
06/02/2011;Oeste;Roberto;Eletrônicos;2178,81;2614,57
07/02/2011;Nordeste;José Luiz;Móveis e Decoração;2225,36;2670,43
07/02/2011;Sudeste;Ricardo;Cine e Foto;3473,42;4168,10
08/02/2011;Norte;João Carlos;Móveis e Decoração;3673,10;4407,72
09/02/2011;Centro;Carolina;Eletrodomésticos;2850,31;3420,37
10/02/2011;Sul;Simone;Casa e Construção;1699,55;2039,46
10/02/2011;Sudeste;Ricardo;Casa e Construção;4013,03;4815,64
11/02/2011;Sudeste;João Carlos;Roupas e Acessórios;4930,70;5916,84
11/02/2011;Sudeste;João Carlos;Cine e Foto;212,14;254,57
14/02/2011;Leste;Carolina;Móveis e Decoração;3666,85;4400,22
15/02/2011;Oeste;Ricardo;Roupas e Acessórios;228,83;274,60
17/02/2011;Norte;João Carlos;Roupas e Acessórios;1064,41;1277,29
18/02/2011;Leste;Carolina;Roupas e Acessórios;2069,08;2482,90
20/02/2011;Oeste;Ricardo;Eletrônicos;749,98;899,98
20/02/2011;Sudeste;Carolina;Móveis e Decoração;2515,64;3018,77
20/02/2011;Centro;Carolina;Eletrodomésticos;2426,19;2911,43
20/02/2011;Centro;Adriana;Utilidades Domésticas;4043,24;4851,89
22/02/2011;Oeste;José Luiz;Utilidades Domésticas;3395,95;4075,14
22/02/2011;Oeste;José Luiz;Cine e Foto;4637,46;5564,95
23/02/2011;Sul;José Luiz;Cine e Foto;4372,85;5247,42
24/02/2011;Centro;João Carlos;Esporte e Lazer;2731,38;3277,66
24/02/2011;Nordeste;José Luiz;Cama, Mesa e Banho;4842,43;5810,92
25/02/2011;Nordeste;João Carlos;Eletrodomésticos;586,45;703,74
25/02/2011;Sudeste;João Carlos;Eletrodomésticos;3613,06;4335,67
26/02/2011;Oeste;Ana Maria;Cine e Foto;1688,39;2026,07
27/02/2011;Sudeste;João Carlos;Cama, Mesa e Banho;1196,82;1436,18
27/02/2011;Sul;Adriana;Eletrodomésticos;4526,22;5431,46
28/02/2011;Leste;Carolina;Utilidades Domésticas;3816,47;4579,76
01/03/2011;Sul;Carolina;Eletrônicos;2675,45;3210,54
05/03/2011;Sudeste;José Luiz;Móveis e Decoração;1502,41;1802,89
05/03/2011;Sudeste;Ana Maria;Roupas e Acessórios;2015,39;2418,47
05/03/2011;Nordeste;Roberto;Utilidades Domésticas;3076,43;3691,72
06/03/2011;Sul;Ricardo;Eletrônicos;4687,20;5624,64
06/03/2011;Norte;Adriana;Utilidades Domésticas;1583,08;1899,70
07/03/2011;Nordeste;Ricardo;Eletrodomésticos;253,96;304,75
08/03/2011;Norte;Roberto;Cine e Foto;2199,43;2639,32
10/03/2011;Nordeste;João Carlos;Roupas e Acessórios;2323,72;2788,46
10/03/2011;Norte;Simone;Eletrodomésticos;4380,80;5256,96
11/03/2011;Sudeste;João Carlos;Móveis e Decoração;2043,94;2452,73
13/03/2011;Sudeste;Carolina;Móveis e Decoração;2691,83;3230,20
13/03/2011;Nordeste;Adriana;Utilidades Domésticas;2639,36;3167,23
14/03/2011;Sudeste;João Carlos;Roupas e Acessórios;2541,53;3049,84
16/03/2011;Nordeste;Ana Maria;Eletrônicos;2990,98;3589,18
16/03/2011;Leste;João Carlos;Eletrodomésticos;2369,96;2843,95
16/03/2011;Centro;Adriana;Casa e Construção;1542,80;1851,36
16/03/2011;Centro;Carolina;Cine e Foto;1355,81;1626,97
17/03/2011;Nordeste;João Carlos;Roupas e Acessórios;4472,67;5367,20
20/03/2011;Nordeste;João Carlos;Cine e Foto;2699,63;3239,56
21/03/2011;Nordeste;Simone;Móveis e Decoração;755,59;906,71
21/03/2011;Leste;João Carlos;Casa e Construção;1493,82;1792,58
26/03/2011;Sudeste;Ana Maria;Móveis e Decoração;3039,16;3646,99
26/03/2011;Oeste;Ana Maria;Eletrodomésticos;836,95;1004,34
27/03/2011;Nordeste;João Carlos;Roupas e Acessórios;411,93;494,32
27/03/2011;Sul;Carolina;Esporte e Lazer;4459,91;5351,89
27/03/2011;Nordeste;Adriana;Roupas e Acessórios;3123,48;3748,18
28/03/2011;Sul;João Carlos;Cine e Foto;2916,20;3499,44
28/03/2011;Sul;Roberto;Eletrodomésticos;1314,12;1576,94
29/03/2011;Sul;Carolina;Casa e Construção;3117,01;3740,41
31/03/2011;Sudeste;Ricardo;Cine e Foto;4591,30;5509,56
31/03/2011;Sul;Adriana;Utilidades Domésticas;4761,56;5713,87
01/04/2011;Norte;Ana Maria;Móveis e Decoração;3539,51;4247,41
02/04/2011;Centro;Ana Maria;Cine e Foto;4790,60;5748,72
03/04/2011;Sudeste;Ricardo;Eletrodomésticos;869,92;1043,90
04/04/2011;Centro;Ricardo;Utilidades Domésticas;3345,88;4015,06
05/04/2011;Sudeste;Ricardo;Roupas e Acessórios;4669,01;5602,81
05/04/2011;Sudeste;Carolina;Roupas e Acessórios;358,07;429,68
07/04/2011;Norte;José Luiz;Móveis e Decoração;714,85;857,82
07/04/2011;Sul;Simone;Móveis e Decoração;1063,17;1275,80
08/04/2011;Sul;Roberto;Eletrônicos;691,95;830,34
09/04/2011;Sul;João Carlos;Eletrodomésticos;4280,12;5136,14
10/04/2011;Norte;José Luiz;Móveis e Decoração;4259,86;5111,83
10/04/2011;Norte;João Carlos;Utilidades Domésticas;1428,14;1713,77
10/04/2011;Centro;Carolina;Eletrônicos;357,05;428,46
11/04/2011;Oeste;Carolina;Eletrônicos;2778,99;3334,79
11/04/2011;Sudeste;Carolina;Esporte e Lazer;598,25;717,90
12/04/2011;Centro;Adriana;Eletrodomésticos;2304,34;2765,21
12/04/2011;Centro;Carolina;Casa e Construção;1373,22;1647,86
13/04/2011;Sudeste;Carolina;Cine e Foto;4696,53;5635,84
14/04/2011;Centro;Roberto;Eletrodomésticos;2471,10;2965,32
15/04/2011;Sudeste;José Luiz;Utilidades Domésticas;3942,44;4730,93
18/04/2011;Nordeste;José Luiz;Móveis e Decoração;501,37;601,64
19/04/2011;Oeste;Ricardo;Móveis e Decoração;2271,29;2725,55
20/04/2011;Sudeste;Carolina;Móveis e Decoração;4894,04;5872,85
20/04/2011;Oeste;João Carlos;Esporte e Lazer;698,30;837,96
20/04/2011;Leste;Ana Maria;Utilidades Domésticas;3887,06;4664,47
21/04/2011;Centro;Simone;Esporte e Lazer;4630,91;5557,09
21/04/2011;Sudeste;Ricardo;Eletrônicos;2975,66;3570,79
21/04/2011;Norte;Carolina;Eletrônicos;2150,74;2580,89
22/04/2011;Sul;Carolina;Cama, Mesa e Banho;3764,35;4517,22
22/04/2011;Nordeste;João Carlos;Cine e Foto;435,98;523,18
22/04/2011;Sul;Carolina;Cine e Foto;3656,00;4387,20
23/04/2011;Centro;Roberto;Cama, Mesa e Banho;2920,79;3504,95
24/04/2011;Sul;Roberto;Roupas e Acessórios;4880,04;5856,05
24/04/2011;Norte;Ana Maria;Casa e Construção;946,68;1136,02
25/04/2011;Nordeste;Ricardo;Casa e Construção;3039,26;3647,11
26/04/2011;Norte;Ricardo;Roupas e Acessórios;3030,72;3636,86
27/04/2011;Sudeste;João Carlos;Esporte e Lazer;3406,64;4087,97
28/04/2011;Sudeste;Adriana;Casa e Construção;1109,18;1331,02
28/04/2011;Sudeste;Simone;Móveis e Decoração;861,98;1034,38
28/04/2011;Nordeste;Ana Maria;Eletrodomésticos;1808,44;2170,13
28/04/2011;Oeste;Carolina;Utilidades Domésticas;3037,57;3645,08
30/04/2011;Centro;João Carlos;Eletrônicos;3644,24;4373,09
01/05/2011;Sul;Carolina;Eletrônicos;4363,69;5236,43
01/05/2011;Nordeste;Carolina;Casa e Construção;1646,96;1976,35
02/05/2011;Oeste;Simone;Cine e Foto;1295,55;1554,66
02/05/2011;Oeste;Carolina;Cama, Mesa e Banho;1356,22;1627,46
02/05/2011;Sudeste;João Carlos;Utilidades Domésticas;3051,97;3662,36
03/05/2011;Centro;João Carlos;Eletrodomésticos;2507,28;3008,74
04/05/2011;Sudeste;João Carlos;Eletrodomésticos;4322,51;5187,01
04/05/2011;Sul;João Carlos;Cama, Mesa e Banho;3918,99;4702,79
05/05/2011;Nordeste;José Luiz;Eletrodomésticos;3771,55;4525,86
06/05/2011;Sudeste;Carolina;Eletrônicos;4680,61;5616,73
06/05/2011;Centro;Carolina;Eletrônicos;4707,38;5648,86
07/05/2011;Nordeste;Carolina;Cine e Foto;3064,87;3677,84
07/05/2011;Sudeste;Carolina;Cine e Foto;2865,57;3438,68
07/05/2011;Leste;Carolina;Cine e Foto;2827,12;3392,54
09/05/2011;Centro;João Carlos;Móveis e Decoração;495,40;594,48
11/05/2011;Sul;Roberto;Móveis e Decoração;1343,21;1611,85
11/05/2011;Centro;Roberto;Esporte e Lazer;4542,24;5450,69
11/05/2011;Centro;Carolina;Roupas e Acessórios;2584,62;3101,54
12/05/2011;Sul;Ana Maria;Roupas e Acessórios;678,75;814,50
13/05/2011;Sul;Roberto;Utilidades Domésticas;3567,54;4281,05
14/05/2011;Nordeste;Carolina;Utilidades Domésticas;2762,51;3315,01
14/05/2011;Sudeste;João Carlos;Cama, Mesa e Banho;296,75;356,10
15/05/2011;Centro;João Carlos;Móveis e Decoração;4513,31;5415,97
15/05/2011;Sul;João Carlos;Utilidades Domésticas;369,22;443,06
15/05/2011;Norte;José Luiz;Cama, Mesa e Banho;4440,72;5328,86
15/05/2011;Centro;Simone;Esporte e Lazer;1780,00;2136,00
16/05/2011;Norte;Carolina;Utilidades Domésticas;4934,45;5921,34
17/05/2011;Sudeste;João Carlos;Casa e Construção;1717,99;2061,59
17/05/2011;Oeste;Carolina;Cine e Foto;1115,56;1338,67
18/05/2011;Sul;João Carlos;Móveis e Decoração;2280,85;2737,02
19/05/2011;Centro;José Luiz;Roupas e Acessórios;4725,50;5670,60
20/05/2011;Oeste;Carolina;Eletrodomésticos;1134,56;1361,47
