DATA;COD_PROD;DESCRICAO;MODELO;MARCA;PORTAS;TIPO;CAMBIO;COMBUSTIVEL;FILIAL;VENDEDOR;COR;FORMA_PGTO;GERENTE;UF;ESTADO;CIDADE;PRECO_VENDA;ACESSORIOS; TOTAL_VENDAS 
09/09/2016;REC002;Renault Clio 1.0 Expression 16v;Clio;Renault;4.0;Passeio;Manual;Flex;Curitiba;Roberta;Branco;Entrada + 24X;Fabio;PR;Paraná;Curitiba;100556,27;1873,58; 102.429,85 
11/09/2016;REC002;Renault Clio 1.0 Expression 16v;Clio;Renault;4.0;Passeio;Manual;Flex;Curitiba;Ana Lúcia;Prata;Entrada + 60X;Hojas;PR;Paraná;Curitiba;111354,23;5217,09; 116.571,32 
11/09/2016;RED005;Renault Duster Oroch 2.0 Dynamique 16V;Duster;Renault;4.0;Utilitário;Manual;Flex;Belo Horizonte;Ana Lúcia;Prata;Entrada + 60X;Hojas;MG;Minas Gerais;Belo Horizonte;124646,09;5645,7; 130.291,79 
11/09/2016;RED005;Renault Duster Oroch 2.0 Dynamique 16V;Duster;Renault;4.0;Utilitário;Manual;Flex;Rio de Janeiro;Ana Lúcia;Prata;Entrada + 60X;Hojas;RJ;Rio de Janeiro;Rio de Janeiro;112222,05;6041,32; 118.263,37 
12/09/2016;FIL008;Fiat Linea Absolut 1.8 16v;Linea;Fiat;4.0;Passeio;Automático;Flex;Fortaleza;José Eduardo;Grafite;Entrada + 24X;Adriana;CE;Ceará;Fortaleza;102469,87;3756,7; 106.226,57 
12/09/2016;FIL008;Fiat Linea Absolut 1.8 16v;Linea;Fiat;4.0;Passeio;Automático;Flex;Rio de Janeiro;José Eduardo;Grafite;Entrada + 24X;Adriana;RJ;Rio de Janeiro;Rio de Janeiro;93203,88;2073,53; 95.277,41 
12/09/2016;REC002;Renault Clio 1.0 Expression 16v;Clio;Renault;4.0;Passeio;Manual;Flex;Curitiba;José Eduardo;Grafite;Entrada + 24X;Adriana;PR;Paraná;Curitiba;107958,54;4074,01; 112.032,55 
13/09/2016;FOK001;Ford Ka SE 1.5 16v Básico;Ka;Ford;4.0;Passeio;Manual;Flex;Florianópolis;Otaviano;Prata;Entrada + 48X;Andrey;SC;Santa Catarina;Florianópolis;73691,37;5303,62; 78.994,99 
13/09/2016;FOK001;Ford Ka SE 1.5 16v Básico;Ka;Ford;4.0;Passeio;Manual;Flex;Rio de Janeiro;Otaviano;Prata;Entrada + 48X;Andrey;RJ;Rio de Janeiro;Rio de Janeiro;70736,89;3227,55; 73.964,44 
13/09/2016;REC002;Renault Clio 1.0 Expression 16v;Clio;Renault;4.0;Passeio;Manual;Flex;Curitiba;Otaviano;Prata;Entrada + 48X;Andrey;PR;Paraná;Curitiba;69399,56;5383,27; 74.782,83 
14/09/2016;REC002;Renault Clio 1.0 Expression 16v;Clio;Renault;4.0;Passeio;Manual;Flex;Curitiba;Antonio;Cinza;Entrada + 24X;Fabio;PR;Paraná;Curitiba;62776,57;3785,95; 66.562,52 
14/09/2016;VWG003;Volkswagen Gol 1.0 MI Special 8v;Gol;Volkswagen;4.0;Passeio;Manual;Flex;São Paulo;Antonio;Cinza;Entrada + 24X;Fabio;SP;São Paulo;São Paulo;36313,36;3263,88; 39.577,24 
14/09/2016;VWG003;Volkswagen Gol 1.0 MI Special 8v;Gol;Volkswagen;4.0;Passeio;Manual;Flex;Rio de Janeiro;Antonio;Cinza;Entrada + 24X;Fabio;RJ;Rio de Janeiro;Rio de Janeiro;58552,05;3889,15; 62.441,20 
15/09/2016;FOF002;Ford Focus Sedan GLX 16v;Focus;Ford;4.0;Passeio;Automático;Flex;São Paulo;Antonio;Vermelho;Entrada + 60X;Fabio;SP;São Paulo;São Paulo;86467,23;8367,45; 94.834,68 
15/09/2016;FOF002;Ford Focus Sedan GLX 16v;Focus;Ford;4.0;Passeio;Automático;Flex;Rio de Janeiro;Antonio;Vermelho;Entrada + 60X;Fabio;RJ;Rio de Janeiro;Rio de Janeiro;71358,87;7720,58; 79.079,45 
15/09/2016;REC002;Renault Clio 1.0 Expression 16v;Clio;Renault;4.0;Passeio;Manual;Flex;Curitiba;Antonio;Vermelho;Entrada + 60X;Fabio;PR;Paraná;Curitiba;106992,09;7250; 114.242,09 
16/09/2016;FIU001;Fiat Uno Evo Vivace 1.0 8v;Uno;Fiat;2.0;Passeio;Manual;Flex;São Paulo;Maurício;Prata;À vista;Fabio;SP;São Paulo;São Paulo;26622,67;7626,35; 34.249,02 
16/09/2016;FIU001;Fiat Uno Evo Vivace 1.0 8v;Uno;Fiat;2.0;Passeio;Manual;Flex;Rio de Janeiro;Maurício;Prata;À vista;Fabio;RJ;Rio de Janeiro;Rio de Janeiro;46439,7;7112,01; 53.551,71 
16/09/2016;FOE003;Ford Ecosport 1.6 Freestyle 16v;Ecosport;Ford;4.0;Passeio;Automático;Flex;Ribeirão Preto;Cristiano;Grafite;Entrada + 24X;Fabio;SP;São Paulo;Ribeirão Preto;68878,08;4406,07; 73.284,15 
16/09/2016;FOE003;Ford Ecosport 1.6 Freestyle 16v;Ecosport;Ford;4.0;Passeio;Automático;Flex;Rio de Janeiro;Cristiano;Grafite;Entrada + 24X;Fabio;RJ;Rio de Janeiro;Rio de Janeiro;96496,05;4418,11; 100.914,16 
16/09/2016;REC002;Renault Clio 1.0 Expression 16v;Clio;Renault;4.0;Passeio;Manual;Flex;Curitiba;Cristiano;Grafite;Entrada + 24X;Fabio;PR;Paraná;Curitiba;109144,09;7617,69; 116.761,78 
16/09/2016;REC002;Renault Clio 1.0 Expression 16v;Clio;Renault;4.0;Passeio;Manual;Flex;Curitiba;Maria Eduarda;Prata;Entrada + 60X;Hojas;PR;Paraná;Curitiba;74320,13;6298,64; 80.618,77 
16/09/2016;REC002;Renault Clio 1.0 Expression 16v;Clio;Renault;4.0;Passeio;Manual;Flex;Curitiba;Maurício;Prata;À vista;Fabio;PR;Paraná;Curitiba;41030,03;6011,19; 47.041,22 
16/09/2016;VWV005;Volkswagen Voyage Trendline 1.6 MI 8v;Voyage;Volkswagen;4.0;Passeio;Manual;Flex;Brasília;Maria Eduarda;Prata;Entrada + 60X;Hojas;DF;Distrito Federal;Brasília;75803,47;4480,89; 80.284,36 
16/09/2016;VWV005;Volkswagen Voyage Trendline 1.6 MI 8v;Voyage;Volkswagen;4.0;Passeio;Manual;Flex;Rio de Janeiro;Maria Eduarda;Prata;Entrada + 60X;Hojas;RJ;Rio de Janeiro;Rio de Janeiro;47417,28;5893,47; 53.310,75 
17/09/2016;CHC003;Captiva 2.4 SIDI 16v;Captiva;Chevrolet;4.0;Passeio;Automático;Gasolina;Rio de Janeiro;José Luiz;Branco;Entrada + 36X;Juliana;RJ;Rio de Janeiro;Rio de Janeiro;83200;4032; 87.232,00 
17/09/2016;CHC003;Captiva 2.4 SIDI 16v;Captiva;Chevrolet;4.0;Passeio;Automático;Gasolina;Rio de Janeiro;José Luiz;Branco;Entrada + 36X;Juliana;RJ;Rio de Janeiro;Rio de Janeiro;83200;4032; 87.232,00 
17/09/2016;FIU001;Fiat Uno Evo Vivace 1.0 8v;Uno;Fiat;2.0;Passeio;Manual;Flex;Belo Horizonte;Maria Cristina;Branco;Entrada + 36X;Hojas;MG;Minas Gerais;Belo Horizonte;25252,32;4801,64; 30.053,96 
17/09/2016;FIU001;Fiat Uno Evo Vivace 1.0 8v;Uno;Fiat;2.0;Passeio;Manual;Flex;Rio de Janeiro;Maria Cristina;Branco;Entrada + 36X;Hojas;RJ;Rio de Janeiro;Rio de Janeiro;44471,53;8448,96; 52.920,49 
17/09/2016;REC002;Renault Clio 1.0 Expression 16v;Clio;Renault;4.0;Passeio;Manual;Flex;Curitiba;José Luiz;Branco;Entrada + 36X;Juliana;PR;Paraná;Curitiba;85074,33;4497,09; 89.571,42 
17/09/2016;REC002;Renault Clio 1.0 Expression 16v;Clio;Renault;4.0;Passeio;Manual;Flex;Curitiba;Maria Cristina;Branco;Entrada + 36X;Hojas;PR;Paraná;Curitiba;28130,04;5308,76; 33.438,80 
19/09/2016;REC002;Renault Clio 1.0 Expression 16v;Clio;Renault;4.0;Passeio;Manual;Flex;Curitiba;José Eduardo;Prata;Entrada + 36X;Adriana;PR;Paraná;Curitiba;96907,43;9221,27; 106.128,70 
19/09/2016;REC002;Renault Clio 1.0 Expression 16v;Clio;Renault;4.0;Passeio;Manual;Flex;Curitiba;Roberta;Cinza;Entrada + 24X;Fabio;PR;Paraná;Curitiba;40782,73;4993,39; 45.776,12 
19/09/2016;REK004;Renaul Kangoo 1.6 Express 16v;Kangoo;Renault;3.0;Utilitário;Manual;Flex;São Paulo;Roberta;Cinza;Entrada + 24X;Fabio;SP;São Paulo;São Paulo;60202,34;5696,95; 65.899,29 
19/09/2016;REK004;Renaul Kangoo 1.6 Express 16v;Kangoo;Renault;3.0;Utilitário;Manual;Flex;Rio de Janeiro;Roberta;Cinza;Entrada + 24X;Fabio;RJ;Rio de Janeiro;Rio de Janeiro;42561,81;5908,4; 48.470,21 
19/09/2016;VWC006;Volkswagen Crossfox 1.6 MSI 16v;Crossfox;Volkswagen;4.0;Passeio;Manual;Flex;Fortaleza;José Eduardo;Prata;Entrada + 36X;Adriana;CE;Ceará;Fortaleza;78053,8;9060,64; 87.114,44 
19/09/2016;VWC006;Volkswagen Crossfox 1.6 MSI 16v;Crossfox;Volkswagen;4.0;Passeio;Manual;Flex;Rio de Janeiro;José Eduardo;Prata;Entrada + 36X;Adriana;RJ;Rio de Janeiro;Rio de Janeiro;97534,32;6967,24; 104.501,56 
20/09/2016;FIS006;Fiat Strada Working 1.4 MPI 8v;Strada;Fiat;3.0;Utilitário;Manual;Flex;São Paulo;José Carlos;Branco;Entrada + 60X;Fabio;SP;São Paulo;São Paulo;90478,23;1385,97; 91.864,20 
20/09/2016;FIS006;Fiat Strada Working 1.4 MPI 8v;Strada;Fiat;3.0;Utilitário;Manual;Flex;Rio de Janeiro;José Carlos;Branco;Entrada + 60X;Fabio;RJ;Rio de Janeiro;Rio de Janeiro;84692,91;1709,5; 86.402,41 
20/09/2016;REC002;Renault Clio 1.0 Expression 16v;Clio;Renault;4.0;Passeio;Manual;Flex;Curitiba;José Carlos;Branco;Entrada + 60X;Fabio;PR;Paraná;Curitiba;48638;1532,77; 50.170,77 
20/09/2016;REC002;Renault Clio 1.0 Expression 16v;Clio;Renault;4.0;Passeio;Manual;Flex;Curitiba;Marcelo;Cinza;Entrada + 36X;Fabio;PR;Paraná;Curitiba;208648,14;6572,05; 215.220,19 
20/09/2016;REC002;Renault Clio 1.0 Expression 16v;Clio;Renault;4.0;Passeio;Manual;Flex;Curitiba;Marcelo;Cinza;Entrada + 36X;Fabio;PR;Paraná;Curitiba;162245,06;3972,14; 166.217,20 
20/09/2016;REM007;Renault Master 2.3 DCI Minibus 16 Lugares 16v;Master;Renault;4.0;Utilitário;Manual;Diesel;Rio de Janeiro;Marcelo;Cinza;Entrada + 36X;Fabio;RJ;Rio de Janeiro;Rio de Janeiro;178556,2;5198,45; 183.754,65 
20/09/2016;REM007;Renault Master 2.3 DCI Minibus 16 Lugares 16v;Master;Renault;4.0;Utilitário;Manual;Diesel;Rio de Janeiro;Marcelo;Cinza;Entrada + 36X;Fabio;RJ;Rio de Janeiro;Rio de Janeiro;164952,43;4211,97; 169.164,40 
20/09/2016;REM007;Renault Master 2.3 DCI Minibus 16 Lugares 16v;Master;Renault;4.0;Utilitário;Manual;Diesel;Rio de Janeiro;Marcelo;Cinza;Entrada + 36X;Fabio;RJ;Rio de Janeiro;Rio de Janeiro;164075,82;4591,82; 168.667,64 
20/09/2016;REM007;Renault Master 2.3 DCI Minibus 16 Lugares 16v;Master;Renault;4.0;Utilitário;Manual;Diesel;Rio de Janeiro;Marcelo;Cinza;Entrada + 36X;Fabio;RJ;Rio de Janeiro;Rio de Janeiro;209871,81;3765,49; 213.637,30 
23/09/2016;CHS004;S10 2.8 High Country 4X4 CD 16v Turbo;S10;Chevrolet;4.0;Utilitário;Automático;Diesel;São Paulo;Antonio;Branco;Entrada + 24X;Fabio;SP;São Paulo;São Paulo;277448,07;2453,14; 279.901,21 
23/09/2016;CHS004;S10 2.8 High Country 4X4 CD 16v Turbo;S10;Chevrolet;4.0;Utilitário;Automático;Diesel;Rio de Janeiro;Antonio;Branco;Entrada + 24X;Fabio;RJ;Rio de Janeiro;Rio de Janeiro;160782,57;2328,07; 163.110,64 
23/09/2016;FIP002;Fiat Palio Fire 1.0 8v;Palio;Fiat;4.0;Passeio;Manual;Flex;Belo Horizonte;Maria Cristina;Branco;Entrada + 24X;Hojas;MG;Minas Gerais;Belo Horizonte;43343,17;3581,57; 46.924,74 
23/09/2016;FIP002;Fiat Palio Fire 1.0 8v;Palio;Fiat;4.0;Passeio;Manual;Flex;Rio de Janeiro;Maria Cristina;Branco;Entrada + 24X;Hojas;RJ;Rio de Janeiro;Rio de Janeiro;52972,25;2327,05; 55.299,30 
23/09/2016;FIS006;Fiat Strada Working 1.4 MPI 8v;Strada;Fiat;3.0;Utilitário;Manual;Flex;Ribeirão Preto;Maria Teresa;Grafite;Entrada + 24X;Fabio;SP;São Paulo;Ribeirão Preto;48368,39;3025,07; 51.393,46 
23/09/2016;FIS006;Fiat Strada Working 1.4 MPI 8v;Strada;Fiat;3.0;Utilitário;Manual;Flex;Rio de Janeiro;Maria Teresa;Grafite;Entrada + 24X;Fabio;RJ;Rio de Janeiro;Rio de Janeiro;82485,2;3768,82; 86.254,02 
23/09/2016;REC002;Renault Clio 1.0 Expression 16v;Clio;Renault;4.0;Passeio;Manual;Flex;Curitiba;Antonio;Branco;Entrada + 24X;Fabio;PR;Paraná;Curitiba;227588,97;1835,93; 229.424,90 
23/09/2016;REC002;Renault Clio 1.0 Expression 16v;Clio;Renault;4.0;Passeio;Manual;Flex;Curitiba;Maria Cristina;Branco;Entrada + 24X;Hojas;PR;Paraná;Curitiba;34508,76;3816,88; 38.325,64 
23/09/2016;REC002;Renault Clio 1.0 Expression 16v;Clio;Renault;4.0;Passeio;Manual;Flex;Curitiba;Maria Teresa;Grafite;Entrada + 24X;Fabio;PR;Paraná;Curitiba;52959,25;4097,11; 57.056,36 
24/09/2016;FID010;Fiat Ducato Cargo 2.3 Básico;Ducato;Fiat;4.0;Utilitário;Manual;Diesel;São Paulo;Roberta;Prata;Entrada + 48X;Fabio;SP;São Paulo;São Paulo;82941;2178,72; 85.119,72 
24/09/2016;FID010;Fiat Ducato Cargo 2.3 Básico;Ducato;Fiat;4.0;Utilitário;Manual;Diesel;Rio de Janeiro;Roberta;Prata;Entrada + 48X;Fabio;RJ;Rio de Janeiro;Rio de Janeiro;91207,28;1389,55; 92.596,83 
24/09/2016;FIS006;Fiat Strada Working 1.4 MPI 8v;Strada;Fiat;3.0;Utilitário;Manual;Flex;São Paulo;Renato;Prata;Entrada + 60X;Hojas;SP;São Paulo;São Paulo;55029,13;4558,15; 59.587,28 
24/09/2016;FIS006;Fiat Strada Working 1.4 MPI 8v;Strada;Fiat;3.0;Utilitário;Manual;Flex;São Paulo;Renato;Prata;Entrada + 60X;Hojas;SP;São Paulo;São Paulo;69924,04;7424,8; 77.348,84 
24/09/2016;FIS006;Fiat Strada Working 1.4 MPI 8v;Strada;Fiat;3.0;Utilitário;Manual;Flex;Rio de Janeiro;Renato;Prata;Entrada + 60X;Hojas;RJ;Rio de Janeiro;Rio de Janeiro;53774,02;7129,13; 60.903,15 
24/09/2016;FIS006;Fiat Strada Working 1.4 MPI 8v;Strada;Fiat;3.0;Utilitário;Manual;Flex;Rio de Janeiro;Renato;Prata;Entrada + 60X;Hojas;RJ;Rio de Janeiro;Rio de Janeiro;92583,07;9048,36; 101.631,43 
24/09/2016;REC002;Renault Clio 1.0 Expression 16v;Clio;Renault;4.0;Passeio;Manual;Flex;Curitiba;Maria Eduarda;Prata;Entrada + 36X;Hojas;PR;Paraná;Curitiba;214035,43;6738,81; 220.774,24 
24/09/2016;REC002;Renault Clio 1.0 Expression 16v;Clio;Renault;4.0;Passeio;Manual;Flex;Curitiba;Renato;Prata;Entrada + 60X;Hojas;PR;Paraná;Curitiba;77491,68;7631,54; 85.123,22 
24/09/2016;REC002;Renault Clio 1.0 Expression 16v;Clio;Renault;4.0;Passeio;Manual;Flex;Curitiba;Renato;Prata;Entrada + 60X;Hojas;PR;Paraná;Curitiba;79756,69;8678,1; 88.434,79 
24/09/2016;REC002;Renault Clio 1.0 Expression 16v;Clio;Renault;4.0;Passeio;Manual;Flex;Curitiba;Roberta;Prata;Entrada + 48X;Fabio;PR;Paraná;Curitiba;87632,81;2520,64; 90.153,45 
24/09/2016;VWA010;Volkswagen Amarok 2.0 Highline 4X4 16v Turbo;Amarok;Volkswagen;4.0;Utilitário;Automático;Diesel;Brasília;Maria Eduarda;Prata;Entrada + 36X;Hojas;DF;Distrito Federal;Brasília;224606,7;6088,28; 230.694,98 
24/09/2016;VWA010;Volkswagen Amarok 2.0 Highline 4X4 16v Turbo;Amarok;Volkswagen;4.0;Utilitário;Automático;Diesel;Rio de Janeiro;Maria Eduarda;Prata;Entrada + 36X;Hojas;RJ;Rio de Janeiro;Rio de Janeiro;203134,45;6919,06; 210.053,51 
25/09/2016;FIB007;Fiat Bravo Essence 1.8 16v;Bravo;Fiat;4.0;Passeio;Manual;Flex;Fortaleza;José Eduardo;Prata;Entrada + 60X;Adriana;CE;Ceará;Fortaleza;104499,74;2450,49; 106.950,23 
25/09/2016;FIB007;Fiat Bravo Essence 1.8 16v;Bravo;Fiat;4.0;Passeio;Manual;Flex;Rio de Janeiro;José Eduardo;Prata;Entrada + 60X;Adriana;RJ;Rio de Janeiro;Rio de Janeiro;94517,21;2539,19; 97.056,40 
25/09/2016;REC002;Renault Clio 1.0 Expression 16v;Clio;Renault;4.0;Passeio;Manual;Flex;Curitiba;José Eduardo;Prata;Entrada + 60X;Adriana;PR;Paraná;Curitiba;59359,94;2512,85; 61.872,79 
26/09/2016;REC002;Renault Clio 1.0 Expression 16v;Clio;Renault;4.0;Passeio;Manual;Flex;Curitiba;José Carlos;Branco;Entrada + 48X;Fabio;PR;Paraná;Curitiba;51730,71;6883,64; 58.614,35 
26/09/2016;REC002;Renault Clio 1.0 Expression 16v;Clio;Renault;4.0;Passeio;Manual;Flex;Curitiba;José Luiz;Prata;Entrada + 36X;Juliana;PR;Paraná;Curitiba;46489,91;4624,01; 51.113,92 
26/09/2016;VWC006;Volkswagen Crossfox 1.6 MSI 16v;Crossfox;Volkswagen;4.0;Passeio;Manual;Flex;São Paulo;José Carlos;Branco;Entrada + 48X;Fabio;SP;São Paulo;São Paulo;72533,55;7782,54; 80.316,09 
26/09/2016;VWC006;Volkswagen Crossfox 1.6 MSI 16v;Crossfox;Volkswagen;4.0;Passeio;Manual;Flex;Rio de Janeiro;José Carlos;Branco;Entrada + 48X;Fabio;RJ;Rio de Janeiro;Rio de Janeiro;85451,38;6237,81; 91.689,19 
26/09/2016;VWG003;Volkswagen Gol 1.0 MI Special 8v;Gol;Volkswagen;4.0;Passeio;Manual;Flex;Rio de Janeiro;José Luiz;Prata;Entrada + 36X;Juliana;RJ;Rio de Janeiro;Rio de Janeiro;41858,08;3833,33; 45.691,41 
26/09/2016;VWG003;Volkswagen Gol 1.0 MI Special 8v;Gol;Volkswagen;4.0;Passeio;Manual;Flex;Rio de Janeiro;José Luiz;Prata;Entrada + 36X;Juliana;RJ;Rio de Janeiro;Rio de Janeiro;31972,1;3888,49; 35.860,59 
27/09/2016;FIB007;Fiat Bravo Essence 1.8 16v;Bravo;Fiat;4.0;Passeio;Manual;Flex;Curitiba;Carolina;Grafite;Entrada + 60X;Andrey;PR;Paraná;Curitiba;97369,46;2565,04; 99.934,50 
27/09/2016;FIB007;Fiat Bravo Essence 1.8 16v;Bravo;Fiat;4.0;Passeio;Manual;Flex;Curitiba;Carolina;Grafite;Entrada + 60X;Andrey;PR;Paraná;Curitiba;70802,22;1811,87; 72.614,09 
27/09/2016;FIB007;Fiat Bravo Essence 1.8 16v;Bravo;Fiat;4.0;Passeio;Manual;Flex;Rio de Janeiro;Carolina;Grafite;Entrada + 60X;Andrey;RJ;Rio de Janeiro;Rio de Janeiro;97332,68;2063,61; 99.396,29 
27/09/2016;FIB007;Fiat Bravo Essence 1.8 16v;Bravo;Fiat;4.0;Passeio;Manual;Flex;Rio de Janeiro;Carolina;Grafite;Entrada + 60X;Andrey;RJ;Rio de Janeiro;Rio de Janeiro;91293,36;2390,55; 93.683,91 
27/09/2016;FIP002;Fiat Palio Fire 1.0 8v;Palio;Fiat;4.0;Passeio;Manual;Flex;Curitiba;Mariana;Prata;À vista;Andrey;PR;Paraná;Curitiba;38337,62;8086,11; 46.423,73 
27/09/2016;FIP002;Fiat Palio Fire 1.0 8v;Palio;Fiat;4.0;Passeio;Manual;Flex;Rio de Janeiro;Mariana;Prata;À vista;Andrey;RJ;Rio de Janeiro;Rio de Janeiro;60738,53;4818,62; 65.557,15 
27/09/2016;REC002;Renault Clio 1.0 Expression 16v;Clio;Renault;4.0;Passeio;Manual;Flex;Curitiba;Anselmo;Branco;Entrada + 60X;Andrey;PR;Paraná;Curitiba;131145,3;1626,16; 132.771,46 
27/09/2016;REC002;Renault Clio 1.0 Expression 16v;Clio;Renault;4.0;Passeio;Manual;Flex;Curitiba;Carolina;Grafite;Entrada + 60X;Andrey;PR;Paraná;Curitiba;103599,86;1679,23; 105.279,09 
27/09/2016;REC002;Renault Clio 1.0 Expression 16v;Clio;Renault;4.0;Passeio;Manual;Flex;Curitiba;Carolina;Grafite;Entrada + 60X;Andrey;PR;Paraná;Curitiba;90109,71;2438,18; 92.547,89 
27/09/2016;REC002;Renault Clio 1.0 Expression 16v;Clio;Renault;4.0;Passeio;Manual;Flex;Curitiba;Mariana;Prata;À vista;Andrey;PR;Paraná;Curitiba;58264,74;7559,49; 65.824,23 
27/09/2016;VWG008;Volkswagen Golf 1.4 TSI Comfortline 16v;Golf;Volkswagen;4.0;Passeio;Automático;Gasolina;Curitiba;Anselmo;Branco;Entrada + 60X;Andrey;PR;Paraná;Curitiba;143858,55;1785,21; 145.643,76 
27/09/2016;VWG008;Volkswagen Golf 1.4 TSI Comfortline 16v;Golf;Volkswagen;4.0;Passeio;Automático;Gasolina;Rio de Janeiro;Anselmo;Branco;Entrada + 60X;Andrey;RJ;Rio de Janeiro;Rio de Janeiro;143133,57;1384,51; 144.518,08 
28/09/2016;REC002;Renault Clio 1.0 Expression 16v;Clio;Renault;4.0;Passeio;Manual;Flex;Curitiba;Renato;Prata;Entrada + 48X;Hojas;PR;Paraná;Curitiba;57061,72;4314,72; 61.376,44 
28/09/2016;REC002;Renault Clio 1.0 Expression 16v;Clio;Renault;4.0;Passeio;Manual;Flex;Curitiba;Renato;Prata;Entrada + 48X;Hojas;PR;Paraná;Curitiba;43769,4;2755,6; 46.525,00 
28/09/2016;VWS004;Volkswagen Saveiro Startline 1.6 MI 8v;Saveiro;Volkswagen;2.0;Utilitário;Manual;Flex;Belo Horizonte;Renato;Prata;Entrada + 48X;Hojas;MG;Minas Gerais;Belo Horizonte;60139,25;4150,45; 64.289,70 
28/09/2016;VWS004;Volkswagen Saveiro Startline 1.6 MI 8v;Saveiro;Volkswagen;2.0;Utilitário;Manual;Flex;Belo Horizonte;Renato;Prata;Entrada + 48X;Hojas;MG;Minas Gerais;Belo Horizonte;44655,18;2810,6; 47.465,78 
28/09/2016;VWS004;Volkswagen Saveiro Startline 1.6 MI 8v;Saveiro;Volkswagen;2.0;Utilitário;Manual;Flex;Rio de Janeiro;Renato;Prata;Entrada + 48X;Hojas;RJ;Rio de Janeiro;Rio de Janeiro;42919,72;3032,12; 45.951,84 
28/09/2016;VWS004;Volkswagen Saveiro Startline 1.6 MI 8v;Saveiro;Volkswagen;2.0;Utilitário;Manual;Flex;Rio de Janeiro;Renato;Prata;Entrada + 48X;Hojas;RJ;Rio de Janeiro;Rio de Janeiro;45725,11;3896,71; 49.621,82 
29/09/2016;REC002;Renault Clio 1.0 Expression 16v;Clio;Renault;4.0;Passeio;Manual;Flex;Curitiba;Renato;Cinza;Entrada + 60X;Hojas;PR;Paraná;Curitiba;92507,05;2870,52; 95.377,57 
29/09/2016;REC002;Renault Clio 1.0 Expression 16v;Clio;Renault;4.0;Passeio;Manual;Flex;Curitiba;Renato;Cinza;Entrada + 60X;Hojas;PR;Paraná;Curitiba;85416,1;2684,57; 88.100,67 
29/09/2016;REC002;Renault Clio 1.0 Expression 16v;Clio;Renault;4.0;Passeio;Manual;Flex;Curitiba;Wesley;Prata;Entrada + 36X;Andrey;PR;Paraná;Curitiba;34059,73;5284,2; 39.343,93 
29/09/2016;VWG003;Volkswagen Gol 1.0 MI Special 8v;Gol;Volkswagen;4.0;Passeio;Manual;Flex;Florianópolis;Wesley;Prata;Entrada + 36X;Andrey;SC;Santa Catarina;Florianópolis;43987,15;5774,92; 49.762,07 
29/09/2016;VWG003;Volkswagen Gol 1.0 MI Special 8v;Gol;Volkswagen;4.0;Passeio;Manual;Flex;Rio de Janeiro;Wesley;Prata;Entrada + 36X;Andrey;RJ;Rio de Janeiro;Rio de Janeiro;37429,86;5319,34; 42.749,20 
29/09/2016;VWS007;Volkswagen Spacefox Comfortline 1.6 MSI 8v;Spacefox;Volkswagen;4.0;Passeio;Manual;Flex;São Paulo;Renato;Cinza;Entrada + 60X;Hojas;SP;São Paulo;São Paulo;96714,83;1629,19; 98.344,02 
29/09/2016;VWS007;Volkswagen Spacefox Comfortline 1.6 MSI 8v;Spacefox;Volkswagen;4.0;Passeio;Manual;Flex;São Paulo;Renato;Cinza;Entrada + 60X;Hojas;SP;São Paulo;São Paulo;64754,64;1993,65; 66.748,29 
29/09/2016;VWS007;Volkswagen Spacefox Comfortline 1.6 MSI 8v;Spacefox;Volkswagen;4.0;Passeio;Manual;Flex;Rio de Janeiro;Renato;Cinza;Entrada + 60X;Hojas;RJ;Rio de Janeiro;Rio de Janeiro;96273,4;2765,57; 99.038,97 
29/09/2016;VWS007;Volkswagen Spacefox Comfortline 1.6 MSI 8v;Spacefox;Volkswagen;4.0;Passeio;Manual;Flex;Rio de Janeiro;Renato;Cinza;Entrada + 60X;Hojas;RJ;Rio de Janeiro;Rio de Janeiro;73293,47;2765; 76.058,47 
30/09/2016;CHO001;Onix 1.0 MPFI LS 8v;Onix;Chevrolet;4.0;Passeio;Manual;Flex;Brasília;Luiz Sérgio;Prata;Entrada + 60X;Hojas;DF;Distrito Federal;Brasília;51283,98;2003,61; 53.287,59 
30/09/2016;CHO001;Onix 1.0 MPFI LS 8v;Onix;Chevrolet;4.0;Passeio;Manual;Flex;Rio de Janeiro;Luiz Sérgio;Prata;Entrada + 60X;Hojas;RJ;Rio de Janeiro;Rio de Janeiro;49568,27;2455,09; 52.023,36 
30/09/2016;REC002;Renault Clio 1.0 Expression 16v;Clio;Renault;4.0;Passeio;Manual;Flex;Curitiba;Carlos Augusto;Prata;Entrada + 60X;Juliana;PR;Paraná;Curitiba;89231,51;3553,3; 92.784,81 
30/09/2016;REC002;Renault Clio 1.0 Expression 16v;Clio;Renault;4.0;Passeio;Manual;Flex;Curitiba;Luiz Sérgio;Prata;Entrada + 60X;Hojas;PR;Paraná;Curitiba;43138,04;2933,3; 46.071,34 
30/09/2016;RED005;Renault Duster Oroch 2.0 Dynamique 16V;Duster;Renault;4.0;Utilitário;Manual;Flex;Rio de Janeiro;Carlos Augusto;Prata;Entrada + 60X;Juliana;RJ;Rio de Janeiro;Rio de Janeiro;112727,65;4179,41; 116.907,06 
